cluster,date,totaltraveltime,time,day,mean_temp,rain,snow,hail,snowfall,precip,red_sox_game,prevlinkratio,prevtotaltraveltime,holiday,friday_bforholiday,school_holiday
0,2014-04-14,18.033333332999998,675,0,66,0,0,0,0.0,0.0,0,0.56120930780199996,17.183333333,0.0,0.0,0.0
0,2014-04-29,17.366666666,895,1,43,1,0,0,0.0,0.01,0,1.1302116470899999,16.216666667000002,0.0,0.0,0.0
0,2014-04-04,18.75,644,4,41,1,0,0,0.0,0.26000000000000001,0,0.78908866492800001,14.783333333,0.0,0.0,0.0
0,2014-04-04,13.783333333,645,4,41,1,0,0,0.0,0.26000000000000001,0,1.07413390934,12.816666667,0.0,0.0,0.0
0,2014-04-04,14.949999999999999,661,4,41,1,0,0,0.0,0.26000000000000001,0,0.88642118731800001,18.75,0.0,0.0,0.0
0,2014-04-04,16.183333333,682,4,41,1,0,0,0.0,0.26000000000000001,0,0.80299331086400005,13.783333333,0.0,0.0,0.0
0,2014-04-04,17.833333334000002,692,4,41,1,0,0,0.0,0.26000000000000001,0,0.96289674080300003,14.949999999999999,0.0,0.0,0.0
0,2014-04-04,18.916666665999998,711,4,41,1,0,0,0.0,0.26000000000000001,0,1.21665653175,16.183333333,0.0,0.0,0.0
0,2014-04-04,17.416666667000001,730,4,41,1,0,0,0.0,0.26000000000000001,1,1.08803855527,17.833333334000002,0.0,0.0,0.0
0,2014-04-04,11.566666667,744,4,41,1,0,0,0.0,0.26000000000000001,1,0.85861189523600001,18.916666665999998,0.0,0.0,0.0
0,2014-04-04,18.533333332999998,766,4,41,1,0,0,0.0,0.26000000000000001,0,0.62223291202100006,17.416666667000001,0.0,0.0,0.0
0,2014-04-04,12.85,767,4,41,1,0,0,0.0,0.26000000000000001,0,1.07413390934,11.566666667,0.0,0.0,0.0
0,2014-04-04,21.399999999999999,792,4,41,1,0,0,0.0,0.26000000000000001,0,0.65351836548199993,18.533333332999998,0.0,0.0,0.0
0,2014-04-04,16.25,798,4,41,1,0,0,0.0,0.26000000000000001,0,1.2653227927399999,12.85,0.0,0.0,0.0
0,2014-04-04,16.316666667,822,4,41,1,0,0,0.0,0.26000000000000001,0,0.88294502593799995,21.399999999999999,0.0,0.0,0.0
0,2014-04-19,13.733333332999999,799,5,50,0,0,0,0.0,0.0,0,1.17197545422,13.9,0.0,0.0,0.0
0,2014-04-30,16.25,721,2,43,1,0,0,0.0,0.34999999999999998,0,0.84800965021200003,16.266666666999999,0.0,0.0,0.0
0,2014-04-05,14.016666667000001,652,5,46,1,0,0,0.0,0.23000000000000001,0,1.1543252215499999,16.283333332999998,0.0,0.0,0.0
0,2014-04-05,12.583333332999999,674,5,46,1,0,0,0.0,0.23000000000000001,0,1.04136373183,14.016666667000001,0.0,0.0,0.0
0,2014-04-17,14.633333334000001,708,3,36,0,0,0,0.0,0.0,0,1.0757049749100001,15.066666666,0.0,0.0,0.0
0,2014-04-17,5.4166666670000003,701,3,36,0,0,0,0.0,0.0,0,0.74243441524299991,13.983333332999999,0.0,0.0,0.0
0,2014-04-17,15.066666666,676,3,36,0,0,0,0.0,0.0,0,0.87442275579600004,15.016666667000001,0.0,0.0,0.0
0,2014-04-17,13.983333332999999,663,3,36,0,0,0,0.0,0.0,0,1.23409098369,14.800000000000001,0.0,0.0,0.0
0,2014-04-17,15.016666667000001,649,3,36,0,0,0,0.0,0.0,0,0.7325352897059999,15.25,0.0,0.0,0.0
0,2014-04-17,14.800000000000001,648,3,36,0,0,0,0.0,0.0,0,0.841425670608,14.966666667,0.0,0.0,0.0
0,2014-04-17,19.866666666,722,3,36,0,0,0,0.0,0.0,0,0.99321226223500003,5.4166666670000003,0.0,0.0,0.0
0,2014-04-17,15.25,645,3,36,0,0,0,0.0,0.0,0,0.59724724077199998,17.399999999999999,0.0,0.0,0.0
0,2014-04-16,17.550000000000001,649,2,38,1,1,0,0.29999999999999999,0.35999999999999999,0,1.1432680708399998,14.866666667000001,0.0,0.0,0.0
0,2014-04-16,15.800000000000001,659,2,38,1,1,0,0.29999999999999999,0.35999999999999999,0,0.78621137611300007,18.716666667000002,0.0,0.0,0.0
0,2014-04-07,16.483333333000001,892,0,49,1,0,0,0.0,0.040000000000000001,0,2.0287193613799999,12.550000000000001,0.0,0.0,0.0
0,2014-04-07,22.966666666999998,879,0,49,1,0,0,0.0,0.040000000000000001,0,0.596067028858,13.016666667000001,0.0,0.0,0.0
0,2014-04-07,12.550000000000001,852,0,49,1,0,0,0.0,0.040000000000000001,0,1.0527031737000001,15.316666666,0.0,0.0,0.0
0,2014-04-07,13.016666667000001,849,0,49,1,0,0,0.0,0.040000000000000001,0,0.87841456884299995,13.949999999999999,0.0,0.0,0.0
0,2014-04-24,17.066666667,635,3,51,0,0,0,0.0,0.0,0,0.8480250875669999,17.633333332999999,0.0,0.0,1.0
0,2014-04-07,15.316666666,848,0,49,1,0,0,0.0,0.040000000000000001,0,0.94115846661799996,16.283333332999998,0.0,0.0,0.0
0,2014-04-17,18.649999999999999,740,3,36,0,0,0,0.0,0.0,0,1.0064110961499999,14.633333334000001,0.0,0.0,0.0
0,2014-04-17,14.833333332999999,790,3,36,0,0,0,0.0,0.0,0,1.0328087643799999,18.649999999999999,0.0,0.0,0.0
0,2014-04-17,14.083333332999999,793,3,36,0,0,0,0.0,0.0,0,0.98001342812000003,18.733333333000001,0.0,0.0,0.0
0,2014-04-06,16.183333333,620,6,47,0,0,0,0.0,0.0,0,0.98245154530399992,10.783333333,0.0,0.0,0.0
0,2014-04-06,16.100000000000001,632,6,47,0,0,0,0.0,0.0,0,1.0810488330799999,16.399999999999999,0.0,0.0,0.0
0,2014-04-06,16.066666666,657,6,47,0,0,0,0.0,0.0,0,0.87681159419599997,16.183333333,0.0,0.0,0.0
0,2014-04-06,15.15,675,6,47,0,0,0,0.0,0.0,0,0.88033292575900002,16.100000000000001,0.0,0.0,0.0
0,2014-04-06,20.100000000000001,703,6,47,0,0,0,0.0,0.0,0,1.0317501893000001,16.066666666,0.0,0.0,0.0
0,2014-04-17,18.733333333000001,770,3,36,0,0,0,0.0,0.0,0,1.32318311332,19.866666666,0.0,0.0,0.0
0,2014-04-06,16.350000000000001,717,6,47,0,0,0,0.0,0.0,0,1.7782725103900001,15.15,0.0,0.0,0.0
0,2014-04-06,24.949999999999999,777,6,47,0,0,0,0.0,0.0,0,1.4543099937299999,16.350000000000001,0.0,0.0,0.0
0,2014-04-06,17.850000000000001,820,6,47,0,0,0,0.0,0.0,0,2.28534427571,19.033333334000002,0.0,0.0,0.0
0,2014-04-06,16.216666667000002,853,6,47,0,0,0,0.0,0.0,0,1.2676794133,24.949999999999999,0.0,0.0,0.0
0,2014-04-06,16.300000000000001,875,6,47,0,0,0,0.0,0.0,0,0.93667423329799993,17.850000000000001,0.0,0.0,0.0
0,2014-04-06,16.166666667000001,879,6,47,0,0,0,0.0,0.0,0,1.18316745241,16.216666667000002,0.0,0.0,0.0
0,2014-04-06,15.033333334000002,904,6,47,0,0,0,0.0,0.0,0,1.2078167743999999,16.300000000000001,0.0,0.0,0.0
0,2014-04-06,19.033333334000002,747,6,47,0,0,0,0.0,0.0,0,0.88033292575900002,20.100000000000001,0.0,0.0,0.0
0,2014-04-07,13.949999999999999,830,0,49,1,0,0,0.0,0.040000000000000001,0,1.1259043877700001,16.350000000000001,0.0,0.0,0.0
0,2014-04-07,16.283333332999998,811,0,49,1,0,0,0.0,0.040000000000000001,0,0.87492879667500001,14.966666665999998,0.0,0.0,0.0
0,2014-04-07,16.350000000000001,796,0,49,1,0,0,0.0,0.040000000000000001,0,1.13636170407,17.466666667000002,0.0,0.0,0.0
0,2014-04-16,14.216666665999998,886,2,38,1,1,0,0.29999999999999999,0.35999999999999999,0,0.89950821196200004,16.399999999999999,0.0,0.0,0.0
0,2014-04-16,13.766666667000001,866,2,38,1,1,0,0.29999999999999999,0.35999999999999999,0,0.87547554974300001,9.0666666669999998,0.0,0.0,0.0
0,2014-04-16,16.399999999999999,855,2,38,1,1,0,0.29999999999999999,0.35999999999999999,0,2.3792335528299997,15.033333333,0.0,0.0,0.0
0,2014-04-16,9.0666666669999998,837,2,38,1,1,0,0.29999999999999999,0.35999999999999999,0,0.83427670034400003,15.683333334,0.0,0.0,0.0
0,2014-04-16,15.033333333,814,2,38,1,1,0,0.29999999999999999,0.35999999999999999,0,0.93727382384299995,18.699999999999999,0.0,0.0,0.0
0,2014-04-16,15.683333334,813,2,38,1,1,0,0.29999999999999999,0.35999999999999999,0,1.1879001577600001,16.699999999999999,0.0,0.0,0.0
0,2014-04-14,11.566666667,653,0,66,0,0,0,0.0,0.0,0,1.1224186156,14.883333332999999,0.0,0.0,0.0
0,2014-04-16,18.699999999999999,794,2,38,1,1,0,0.29999999999999999,0.35999999999999999,0,0.88577526209299995,18.466666667000002,0.0,0.0,0.0
0,2014-04-16,18.466666667000002,759,2,38,1,1,0,0.29999999999999999,0.35999999999999999,0,0.85144288773100008,15.1,0.0,0.0,0.0
0,2014-04-16,12.5,740,2,38,1,1,0,0.29999999999999999,0.35999999999999999,0,1.11236893379,16.116666666,0.0,0.0,0.0
0,2014-04-16,15.1,737,2,38,1,1,0,0.29999999999999999,0.35999999999999999,0,0.83770993765599999,15.199999999999999,0.0,0.0,0.0
